ID,YEARIN,rural14,age14
32462914,2014,rural,94
32463014,2014,rural,98
32463114,2014,rural,81
32463214,2014,rural,100
32463314,2014,rural,82
32463414,2014,rural,90
32463614,2014,rural,83
32463714,2014,rural,95
32463814,2014,rural,100
32463914,2014,rural,56
32468814,2014,town,68
32468914,2014,rural,101
32473814,2014,rural,100
32473914,2014,rural,72
32474014,2014,rural,100
32474114,2014,rural,79
32474214,2014,rural,84
32474314,2014,rural,69
32474414,2014,rural,81
32474514,2014,rural,65
32474614,2014,town,101
32474714,2014,rural,76
32474814,2014,rural,100
32474914,2014,rural,68
32475014,2014,rural,80
32475114,2014,rural,63
32475214,2014,rural,95
32475314,2014,rural,85
32475414,2014,rural,85
32475514,2014,rural,85
32475614,2014,town,92
32475714,2014,town,85
32475814,2014,rural,89
32475914,2014,rural,95
32476014,2014,rural,85
32476114,2014,rural,94
32476214,2014,rural,92
32476314,2014,rural,88
32476414,2014,rural,89
32476514,2014,rural,84
32476614,2014,rural,99
32476714,2014,rural,75
32476814,2014,rural,100
32476914,2014,rural,74
32477014,2014,rural,90
32477114,2014,rural,93
32477214,2014,town,94
32477314,2014,town,100
32477414,2014,rural,101
32477514,2014,rural,72
32477614,2014,town,88
32477714,2014,town,78
32477814,2014,rural,82
32477914,2014,town,77
32478014,2014,rural,94
32478114,2014,rural,60
32478214,2014,rural,101
32478314,2014,town,100
32478414,2014,town,61
32478514,2014,town,101
32478614,2014,rural,81
32478714,2014,rural,83
32478814,2014,rural,64
32478914,2014,town,64
32479014,2014,rural,100
32479114,2014,rural,81
32479214,2014,town,100
32479314,2014,rural,98
32479414,2014,rural,82
32479514,2014,rural,101
32479614,2014,rural,80
32479714,2014,rural,71
32479814,2014,rural,99
32479914,2014,town,78
32480014,2014,rural,99
32480114,2014,rural,96
32480214,2014,town,100
32480314,2014,rural,64
32480414,2014,rural,100
32480514,2014,rural,78
32480614,2014,rural,100
32480714,2014,rural,71
32480814,2014,rural,100
32480914,2014,rural,61
32481014,2014,town,81
32481114,2014,rural,101
32481214,2014,rural,82
32481314,2014,rural,100
32481414,2014,rural,93
32481514,2014,rural,79
32481614,2014,town,93
32481714,2014,rural,82
32481814,2014,rural,75
32481914,2014,rural,100
32482014,2014,rural,89
32482114,2014,town,83
32482214,2014,rural,91
32482314,2014,rural,93
32482414,2014,rural,92
32482514,2014,rural,100
32482614,2014,rural,100
32482714,2014,rural,62
32482814,2014,rural,91
32482914,2014,rural,89
32483014,2014,rural,100
32483114,2014,rural,75
32483214,2014,rural,84
32483314,2014,rural,83
32483414,2014,town,101
32483514,2014,town,68
32483614,2014,town,100
32483714,2014,town,89
32483814,2014,town,80
32483914,2014,rural,95
32484014,2014,town,100
32484114,2014,rural,100
32484214,2014,rural,64
32484314,2014,rural,101
32484414,2014,rural,75
32484514,2014,rural,101
32484614,2014,rural,68
32484714,2014,rural,92
32484814,2014,rural,96
32484914,2014,rural,99
32485014,2014,rural,100
32485114,2014,rural,100
32485214,2014,rural,67
32485314,2014,rural,101
32485414,2014,rural,66
32485514,2014,town,100
32485614,2014,town,64
32485714,2014,rural,67
32485814,2014,rural,73
32485914,2014,rural,77
32486014,2014,rural,101
32486114,2014,rural,100
32486214,2014,town,100
32486314,2014,rural,100
32486414,2014,town,100
32486514,2014,town,71
32486614,2014,town,99
32486714,2014,town,77
32486814,2014,rural,100
32486914,2014,rural,68
32487014,2014,rural,94
32487114,2014,rural,91
32487214,2014,rural,89
32487314,2014,town,89
32487414,2014,rural,92
32487514,2014,rural,91
32487614,2014,rural,94
32487714,2014,town,99
32487814,2014,rural,94
32487914,2014,rural,93
32488014,2014,rural,93
32488114,2014,rural,93
32488214,2014,rural,100
32488314,2014,rural,71
32488414,2014,rural,100
32488514,2014,rural,90
32488614,2014,rural,63
32488714,2014,rural,100
32488814,2014,rural,74
32488914,2014,rural,100
32489014,2014,rural,76
32489114,2014,rural,65
33000108,2014,city,71
33000208,2014,city,71
33000308,2014,city,71
33000408,2014,city,71
33000508,2014,city,71
33000808,2014,city,72
33000900,2014,town,97
33000908,2014,city,71
33001008,2014,city,71
33001308,2014,city,72
33001408,2014,city,73
33001508,2014,city,71
33001908,2014,rural,89
33002808,2014,rural,96
33003108,2014,city,86
33004908,2014,rural,94
33005008,2014,rural,90
33005108,2014,rural,87
33005308,2014,rural,86
33005508,2014,rural,86
33005608,2014,rural,89
33005808,2014,town,96
33006008,2014,rural,87
33006508,2014,city,89
33006808,2014,rural,86
33006908,2014,rural,90
33007108,2014,rural,86
33007208,2014,town,96
33007508,2014,rural,86
33008008,2014,city,87
33009008,2014,town,96
33009200,2014,town,94
33009408,2014,town,96
33009508,2014,town,95
33009808,2014,city,96
33010308,2014,town,86
33010708,2014,rural,100
33012208,2014,rural,96
33012408,2014,rural,95
33013308,2014,rural,95
33013408,2014,town,96
33013508,2014,town,98
33014208,2014,town,96
33018508,2014,rural,100
33018908,2014,town,98
33019208,2014,town,96
33019508,2014,rural,86
33021008,2014,rural,106
33021208,2014,rural,105
33022608,2014,town,105
33024008,2014,rural,106
33025408,2014,rural,73
33025808,2014,town,73
33026508,2014,town,98
33026708,2014,town,92
33027008,2014,town,97
33027208,2014,town,102
33028608,2014,rural,92
33028908,2014,city,95
33029608,2014,rural,89
33031408,2014,town,87
33032508,2014,rural,86
33032908,2014,town,87
33033208,2014,rural,88
33034108,2014,town,108
33034608,2014,town,107
33035708,2014,town,87
33035908,2014,town,86
33036008,2014,rural,86
33036208,2014,town,88
33036308,2014,town,99
33036508,2014,town,95
33037008,2014,town,89
33037408,2014,town,86
33037708,2014,town,90
33037908,2014,town,108
33038008,2014,town,89
33038108,2014,town,73
33038502,2014,town,99
33039708,2014,town,73
33040108,2014,rural,106
33040308,2014,rural,105
33040508,2014,town,106
33040808,2014,rural,107
33040898,2014,town,96
33041208,2014,rural,106
33041408,2014,rural,110
33043508,2014,rural,107
33043708,2014,rural,106
33043808,2014,town,71
33043908,2014,town,72
33044008,2014,town,71
33044108,2014,town,73
33044208,2014,town,73
33044308,2014,town,73
33044408,2014,town,71
33047400,2014,rural,95
33047708,2014,town,72
33047808,2014,town,73
33048008,2014,rural,72
33048108,2014,town,85
33048208,2014,rural,72
33048308,2014,town,72
33048408,2014,rural,71
33048608,2014,rural,71
33048708,2014,town,72
33048908,2014,town,73
33049008,2014,town,73
33049108,2014,town,73
33049208,2014,rural,73
33049308,2014,town,73
33049408,2014,rural,71
33049508,2014,town,73
33049608,2014,town,73
33049808,2014,town,72
33049908,2014,town,73
33050008,2014,town,74
33050108,2014,town,71
33050208,2014,town,73
33052800,2014,rural,95
33056708,2014,rural,96
33063398,2014,town,96
33069598,2014,rural,97
33071702,2014,rural,106
33076300,2014,town,96
33084502,2014,rural,104
33088400,2014,rural,97
33091902,2014,city,105
33112202,2014,rural,78
33112702,2014,rural,84
33112802,2014,city,92
33113102,2014,rural,84
33113202,2014,city,78
33114202,2014,city,92
33114302,2014,rural,83
33114802,2014,town,78
33115302,2014,rural,86
33116002,2014,town,93
33116702,2014,rural,86
33116902,2014,rural,78
33120602,2014,town,88
33120802,2014,town,85
33121402,2014,town,80
33122102,2014,town,84
33122402,2014,city,82
33123102,2014,town,80
33123602,2014,rural,86
33123702,2014,town,83
33123802,2014,rural,83
33124102,2014,rural,79
33124202,2014,town,77
33124402,2014,town,87
33125302,2014,rural,85
33125702,2014,rural,77
33126302,2014,city,86
33128002,2014,town,84
33128102,2014,town,79
33128402,2014,town,84
33129202,2014,rural,79
33129802,2014,town,88
33130302,2014,town,79
33130702,2014,rural,78
33130802,2014,rural,83
33131002,2014,rural,88
33131202,2014,town,93
33132302,2014,city,81
33132502,2014,town,90
33134302,2014,city,86
33134502,2014,city,78
33135102,2014,town,86
33135202,2014,rural,78
33135302,2014,rural,85
33135402,2014,rural,83
33135502,2014,town,81
33135702,2014,town,88
33136102,2014,town,81
33136202,2014,town,87
33136302,2014,town,89
33136402,2014,town,82
33136502,2014,town,89
33136702,2014,town,85
33136802,2014,town,79
33137102,2014,rural,88
33137302,2014,rural,86
33137402,2014,rural,80
33137502,2014,rural,84
33137602,2014,rural,87
33137802,2014,rural,88
33138002,2014,rural,82
33138102,2014,rural,93
33138202,2014,rural,78
33138802,2014,city,93
33139602,2014,city,82
33140202,2014,town,80
33140702,2014,town,80
33141802,2014,town,91
33141902,2014,rural,79
33142302,2014,rural,85
33142402,2014,town,82
33142702,2014,town,83
33143002,2014,town,84
33143102,2014,rural,81
33143902,2014,city,92
33144402,2014,city,85
33144502,2014,town,89
33145902,2014,town,88
33148402,2014,rural,100
33148502,2014,rural,98
33149702,2014,town,81
33150502,2014,rural,76
33150802,2014,town,86
33151702,2014,town,77
33152002,2014,town,80
33153102,2014,town,82
33153202,2014,rural,90
33155002,2014,town,82
33155802,2014,rural,88
33156002,2014,town,81
33156702,2014,town,77
33156902,2014,town,90
33157202,2014,rural,82
33157302,2014,rural,78
33157402,2014,town,92
33157502,2014,rural,79
33158902,2014,town,78
33159602,2014,town,86
33160102,2014,rural,85
33160802,2014,city,78
33161902,2014,city,80
33164002,2014,rural,91
33164302,2014,rural,91
33164502,2014,rural,87
33164602,2014,rural,82
33164902,2014,rural,85
33165102,2014,rural,78
33165802,2014,rural,89
33165902,2014,town,80
33169302,2014,city,77
33169902,2014,city,90
33170302,2014,town,77
33172502,2014,town,90
33172902,2014,town,84
33173202,2014,town,78
33174202,2014,town,81
33174402,2014,town,92
33174502,2014,rural,87
33174802,2014,rural,77
33175302,2014,town,84
33175602,2014,town,80
33175902,2014,town,84
33176002,2014,town,80
33177402,2014,town,83
33177902,2014,rural,94
33178502,2014,town,86
33179302,2014,rural,78
33179502,2014,rural,79
33179602,2014,town,89
33180002,2014,rural,83
33180902,2014,town,90
33181502,2014,city,92
33181702,2014,rural,77
33183002,2014,town,88
33183602,2014,rural,83
33183702,2014,rural,78
33183802,2014,rural,84
33184102,2014,city,89
33184602,2014,town,82
33188102,2014,city,86
33188202,2014,rural,78
33188902,2014,city,78
33189002,2014,rural,86
33189202,2014,rural,78
33189302,2014,rural,92
33191102,2014,rural,85
33191402,2014,town,87
33191602,2014,town,80
33192202,2014,town,74
33193202,2014,town,77
33194002,2014,rural,78
33194502,2014,rural,77
33195702,2014,town,93
33196802,2014,town,77
33197102,2014,city,82
33197302,2014,city,79
33199202,2014,city,82
33250405,2014,rural,96
33251605,2014,town,99
33252605,2014,town,95
33254705,2014,town,100
33255005,2014,rural,100
33255305,2014,town,94
33255605,2014,town,98
33256205,2014,town,104
33258405,2014,town,99
33261105,2014,rural,94
33266205,2014,rural,107
33267805,2014,rural,95
33268705,2014,rural,95
33270805,2014,town,97
33272305,2014,city,101
33273005,2014,city,99
33273805,2014,town,97
33281205,2014,town,81
33281405,2014,rural,87
33281505,2014,rural,82
33281705,2014,rural,76
33281805,2014,rural,73
33281905,2014,rural,79
33282105,2014,rural,88
33282205,2014,rural,78
33282505,2014,city,84
33282705,2014,rural,88
33282905,2014,rural,86
33283005,2014,rural,80
33283705,2014,rural,78
33283805,2014,rural,88
33283905,2014,rural,85
33284005,2014,town,79
33284105,2014,town,84
33284305,2014,town,83
33284605,2014,rural,83
33284805,2014,rural,75
33285005,2014,rural,86
33285205,2014,rural,78
33285405,2014,town,77
33285505,2014,town,88
33285605,2014,town,88
33285805,2014,town,85
33285905,2014,rural,83
33286005,2014,rural,77
33286205,2014,town,76
33286405,2014,town,77
33286505,2014,town,75
33286605,2014,rural,86
33286705,2014,town,75
33287005,2014,rural,79
33287205,2014,town,75
33287605,2014,town,77
33287805,2014,town,79
33287905,2014,town,74
33288105,2014,town,76
33288205,2014,town,82
33288305,2014,town,73
33288505,2014,rural,78
33288705,2014,rural,76
33288805,2014,rural,80
33288905,2014,rural,75
33289005,2014,rural,83
33289205,2014,town,76
33289405,2014,town,75
33289505,2014,town,76
33289605,2014,town,84
33290305,2014,city,76
33290405,2014,rural,76
33290505,2014,town,91
33290705,2014,town,91
33291505,2014,town,75
33291605,2014,town,74
33291705,2014,town,74
33292005,2014,rural,89
33292205,2014,rural,93
33292405,2014,rural,74
33292605,2014,rural,73
33293205,2014,town,89
33294605,2014,town,74
33295305,2014,rural,75
33295505,2014,town,91
33296805,2014,town,75
33296905,2014,rural,74
33297205,2014,rural,75
33297505,2014,town,74
33298005,2014,rural,76
33298105,2014,town,89
33298305,2014,rural,74
33299605,2014,city,98
33299705,2014,rural,75
33300305,2014,rural,98
33301405,2014,town,75
33301505,2014,town,76
33301605,2014,town,74
33302705,2014,town,89
33302905,2014,rural,74
33304005,2014,town,75
33350305,2014,city,88
33350405,2014,town,77
33350705,2014,rural,82
33351005,2014,rural,83
33351105,2014,rural,81
33351205,2014,rural,79
33351305,2014,rural,83
33351505,2014,rural,77
33351605,2014,rural,79
33351705,2014,rural,79
33352405,2014,rural,80
33352505,2014,rural,74
33352605,2014,rural,76
33352705,2014,rural,87
33352905,2014,town,87
34000600,2014,rural,97
34000708,2014,rural,90
34001308,2014,town,72
34001608,2014,town,73
34001808,2014,rural,99
34002308,2014,town,109
34002408,2014,rural,72
34002808,2014,town,92
34003608,2014,rural,87
34003708,2014,rural,93
34004808,2014,rural,86
34005008,2014,town,71
34005208,2014,town,73
34005308,2014,town,73
34005508,2014,town,72
34005908,2014,town,105
34006408,2014,town,90
34006808,2014,town,71
34006908,2014,town,90
34008108,2014,town,88
34009008,2014,town,97
34009208,2014,town,90
34010608,2014,city,97
34011108,2014,town,101
34011708,2014,town,87
34012508,2014,rural,106
34013698,2014,rural,97
34013708,2014,city,96
34014108,2014,rural,91
34014208,2014,rural,91
34014908,2014,rural,90
34015308,2014,rural,89
34015508,2014,rural,89
34016708,2014,rural,71
34016898,2014,rural,116
34017008,2014,town,101
34017308,2014,town,89
34017608,2014,town,106
34017708,2014,town,71
34017808,2014,town,73
34018408,2014,town,100
34018508,2014,town,98
34018708,2014,town,102
34019108,2014,rural,105
34019508,2014,town,94
34020708,2014,rural,72
34021108,2014,rural,93
34021208,2014,rural,98
34021508,2014,rural,98
34021608,2014,rural,71
34022008,2014,rural,73
34022308,2014,rural,72
34023108,2014,rural,72
34023308,2014,rural,73
34023408,2014,city,91
34023908,2014,rural,72
34024408,2014,rural,95
34024708,2014,rural,71
34025208,2014,rural,72
34025408,2014,rural,86
34025508,2014,rural,71
34025808,2014,rural,103
34026008,2014,rural,86
34027908,2014,town,87
34028008,2014,rural,72
34028108,2014,town,72
34028208,2014,rural,71
34028608,2014,town,96
34028808,2014,town,93
34029008,2014,town,102
34029608,2014,town,102
34031598,2014,town,97
34032208,2014,town,100
34032408,2014,rural,96
34033508,2014,rural,94
34033608,2014,city,87
34034308,2014,city,94
34034608,2014,town,102
34039798,2014,city,97
34051600,2014,city,95
34052200,2014,town,96
34053100,2014,town,94
34057002,2014,rural,105
34058900,2014,rural,94
34059500,2014,city,100
34060100,2014,town,103
34061100,2014,town,96
34065900,2014,rural,94
34067802,2014,rural,85
34068002,2014,city,77
34068502,2014,rural,81
34068902,2014,town,79
34069002,2014,town,86
34069302,2014,city,81
34069602,2014,city,92
34070002,2014,town,79
34070008,2014,city,92
34070302,2014,town,82
34071502,2014,town,94
34071802,2014,rural,91
34071902,2014,town,83
34072008,2014,city,97
34073402,2014,rural,79
34073602,2014,town,83
34074002,2014,city,77
34074608,2014,town,106
34075008,2014,town,71
34075108,2014,rural,106
34075502,2014,town,80
34075702,2014,town,82
34075802,2014,rural,82
34075808,2014,town,105
34076008,2014,town,72
34077702,2014,rural,82
34079402,2014,rural,83
34080008,2014,town,106
34080502,2014,rural,77
34081402,2014,rural,85
34082002,2014,town,81
34082202,2014,town,80
34082802,2014,town,78
34082902,2014,town,78
34083102,2014,rural,77
34084002,2014,rural,80
34084602,2014,rural,81
34084802,2014,rural,81
34086402,2014,town,79
34086702,2014,town,80
34087602,2014,rural,81
34088002,2014,town,79
34089002,2014,town,87
34089302,2014,city,93
34089902,2014,rural,83
34090102,2014,rural,88
34090702,2014,rural,78
34090802,2014,rural,79
34091002,2014,rural,79
34091402,2014,rural,77
34092602,2014,town,86
34093008,2014,city,94
34093402,2014,rural,84
34093502,2014,town,79
34093902,2014,rural,92
34094102,2014,rural,92
34094302,2014,rural,80
34095602,2014,town,90
34096002,2014,rural,86
34096202,2014,rural,77
34096302,2014,rural,84
34097402,2014,rural,91
34097502,2014,rural,86
34097802,2014,rural,78
34098802,2014,rural,85
34099002,2014,rural,87
34099102,2014,rural,88
34099502,2014,town,114
34101602,2014,rural,83
34102002,2014,rural,77
34114605,2014,town,99
34116505,2014,town,94
34119905,2014,city,99
34120108,2014,rural,108
34120505,2014,city,96
34120908,2014,town,107
34121208,2014,town,108
34122008,2014,town,106
34122305,2014,city,100
34125608,2014,city,94
34127005,2014,town,100
34127305,2014,rural,94
34127508,2014,town,108
34128008,2014,town,107
34128408,2014,rural,109
34129205,2014,rural,99
34129805,2014,town,95
34141005,2014,rural,75
34141105,2014,town,75
34143405,2014,town,94
34144405,2014,town,75
34144505,2014,rural,76
34145205,2014,town,74
34145305,2014,rural,77
34145405,2014,town,75
34145505,2014,town,75
34146005,2014,town,75
34146105,2014,town,74
34147105,2014,town,75
34147205,2014,town,74
34147305,2014,rural,76
34147605,2014,rural,76
34148105,2014,town,76
34148205,2014,town,74
34150205,2014,rural,74
34153605,2014,town,74
34153805,2014,rural,78
34154505,2014,rural,75
34155205,2014,rural,75
34156505,2014,town,78
34156705,2014,rural,82
34157105,2014,rural,88
34157705,2014,rural,79
34158005,2014,town,77
34158305,2014,rural,75
35000208,2014,town,97
35000308,2014,town,96
35000408,2014,city,71
35000808,2014,city,71
35000908,2014,city,96
35001208,2014,town,71
35001708,2014,town,94
35002308,2014,town,92
35002908,2014,town,91
35003008,2014,town,88
35003608,2014,town,103
35004608,2014,town,87
35005408,2014,town,88
35010208,2014,rural,71
35010908,2014,city,72
35013508,2014,town,98
35014308,2014,town,92
35014608,2014,town,97
35017208,2014,rural,71
35042400,2014,city,94
35051700,2014,town,96
35058602,2014,town,79
35064802,2014,town,81
35065102,2014,town,82
35066402,2014,city,84
35067802,2014,city,87
35068502,2014,rural,79
35069302,2014,town,89
35069502,2014,town,86
35069602,2014,town,80
35069902,2014,rural,86
35070008,2014,town,72
35070402,2014,rural,79
35072402,2014,town,84
35072602,2014,town,92
35074002,2014,town,84
35074102,2014,town,84
35074402,2014,town,85
35074602,2014,town,78
35074902,2014,city,83
35075802,2014,town,82
35075902,2014,town,83
35077702,2014,rural,81
35078602,2014,town,81
35081202,2014,rural,96
35103605,2014,city,104
35106605,2014,town,82
35106805,2014,town,80
35107905,2014,town,76
35108105,2014,town,83
35108905,2014,town,76
35109205,2014,town,84
35112205,2014,town,75
35112305,2014,town,96
35112905,2014,town,73
35113605,2014,town,73
35113705,2014,city,88
35114405,2014,rural,95
35114805,2014,town,76
35115105,2014,town,78
35200305,2014,town,94
35200705,2014,town,75
35203405,2014,city,95
35204405,2014,town,89
35204605,2014,city,109
35205105,2014,town,74
35209208,2014,rural,91
36000608,2014,rural,96
36000908,2014,city,93
36001208,2014,city,95
36001308,2014,town,71
36001408,2014,city,86
36002008,2014,rural,70
36002108,2014,town,71
36002308,2014,rural,97
36002508,2014,city,87
36002608,2014,rural,91
36002708,2014,city,71
36002808,2014,city,71
36002908,2014,rural,73
36003508,2014,town,106
36004808,2014,city,93
36005208,2014,town,71
36005308,2014,rural,71
36005508,2014,town,91
36005808,2014,town,98
36006908,2014,town,96
36007400,2014,rural,98
36008008,2014,city,87
36008908,2014,rural,90
36009308,2014,rural,95
36009608,2014,rural,92
36009808,2014,rural,96
36010008,2014,town,89
36010108,2014,town,95
36010508,2014,rural,85
36010608,2014,rural,91
36011608,2014,city,92
36011708,2014,town,86
36012108,2014,city,88
36013008,2014,town,91
36013408,2014,city,96
36013708,2014,city,94
36013908,2014,city,97
36014308,2014,rural,88
36015602,2014,town,95
36016400,2014,city,95
36022200,2014,rural,94
36024402,2014,rural,83
36024702,2014,rural,82
36026102,2014,town,85
36026302,2014,town,83
36026702,2014,town,77
36026802,2014,rural,87
36026902,2014,rural,79
36027002,2014,town,84
36027602,2014,town,91
36027802,2014,town,84
36028102,2014,town,87
36028202,2014,town,79
36028302,2014,town,78
36028402,2014,rural,88
36028902,2014,town,80
36029202,2014,town,79
36029402,2014,town,80
36029602,2014,city,77
36029702,2014,city,91
36029802,2014,rural,77
36029902,2014,town,80
36031602,2014,rural,84
36031802,2014,town,79
36031902,2014,town,85
36032202,2014,rural,78
36032302,2014,rural,78
36032802,2014,rural,83
36033102,2014,city,79
36033202,2014,city,81
36033302,2014,town,88
36034102,2014,town,80
36034502,2014,city,77
36035502,2014,rural,80
36035602,2014,rural,87
36040805,2014,rural,94
36045205,2014,town,97
36047305,2014,rural,77
36047405,2014,rural,75
36047505,2014,rural,81
36047605,2014,city,87
36047705,2014,rural,77
36047805,2014,city,76
36048005,2014,city,73
36048405,2014,rural,83
36048805,2014,city,76
36048905,2014,city,94
36060305,2014,town,77
36060505,2014,rural,76
36060605,2014,rural,75
36061905,2014,rural,89
36062305,2014,rural,75
36062405,2014,rural,76
36063005,2014,rural,90
36063205,2014,rural,96
36063405,2014,rural,75
36063505,2014,town,75
36063805,2014,rural,74
36064305,2014,rural,75
36064605,2014,town,89
36064705,2014,city,74
36064805,2014,city,90
36065205,2014,rural,76
36065505,2014,rural,89
36065905,2014,rural,89
36066005,2014,town,74
37001108,2014,rural,96
37001508,2014,rural,96
37002008,2014,rural,97
37003308,2014,town,72
37003898,2014,town,106
37004108,2014,rural,98
37004708,2014,town,98
37005008,2014,town,87
37005408,2014,rural,102
37005808,2014,rural,86
37005908,2014,rural,86
37006708,2014,rural,90
37008408,2014,town,97
37008508,2014,rural,95
37008808,2014,town,93
37009108,2014,town,91
37009208,2014,rural,96
37010308,2014,rural,87
37015108,2014,rural,106
37016808,2014,rural,95
37016908,2014,town,90
37020102,2014,town,109
37022308,2014,town,106
37028608,2014,town,107
37030008,2014,rural,106
37031008,2014,rural,87
37032108,2014,rural,110
37032802,2014,town,96
37035008,2014,rural,108
37035708,2014,city,71
37036008,2014,city,71
37036108,2014,city,71
37036308,2014,city,72
37036408,2014,city,72
37036508,2014,rural,87
37036608,2014,town,71
37036708,2014,rural,73
37036808,2014,town,71
37036908,2014,rural,73
37036998,2014,rural,99
37037008,2014,rural,71
37037208,2014,town,73
37037308,2014,rural,72
37037408,2014,rural,73
37037608,2014,town,86
37037708,2014,city,71
37038108,2014,rural,88
37038908,2014,rural,88
37039308,2014,rural,88
37040008,2014,rural,96
37040408,2014,rural,97
37040908,2014,town,72
37041008,2014,rural,71
37041108,2014,rural,71
37042408,2014,rural,90
37042608,2014,rural,96
37042908,2014,town,97
37043008,2014,rural,97
37043108,2014,town,93
37043308,2014,rural,91
37043408,2014,town,97
37043700,2014,rural,94
37044008,2014,town,108
37044408,2014,rural,103
37044908,2014,rural,90
37045100,2014,rural,102
37045808,2014,rural,87
37046202,2014,city,96
37047000,2014,rural,95
37048500,2014,rural,96
37052302,2014,town,81
37052602,2014,town,79
37053202,2014,town,82
37053402,2014,rural,78
37053502,2014,town,78
37054502,2014,rural,78
37054602,2014,rural,80
37055002,2014,town,81
37055202,2014,rural,86
37055502,2014,rural,80
37055902,2014,rural,82
37056002,2014,rural,88
37056302,2014,rural,92
37056402,2014,rural,83
37057602,2014,rural,78
37058102,2014,town,81
37058302,2014,town,79
37059402,2014,town,82
37060902,2014,rural,84
37061102,2014,rural,80
37061702,2014,rural,85
37062902,2014,rural,78
37064102,2014,rural,80
37064202,2014,rural,78
37064302,2014,rural,79
37065402,2014,city,82
37067302,2014,town,84
37067502,2014,rural,77
37067602,2014,town,79
37068202,2014,rural,79
37069002,2014,rural,78
37069402,2014,city,84
37069502,2014,city,83
37069702,2014,rural,78
37069902,2014,town,83
37070002,2014,town,78
37070202,2014,rural,87
37070902,2014,city,86
37071202,2014,city,79
37072102,2014,city,76
37072602,2014,rural,77
37073302,2014,town,84
37073602,2014,town,80
37073702,2014,rural,83
37073902,2014,city,79
37074002,2014,rural,78
37074502,2014,town,87
37075502,2014,city,92
37076202,2014,town,84
37076302,2014,town,79
37076802,2014,rural,83
37077202,2014,town,85
37078402,2014,town,89
37079002,2014,rural,87
37079102,2014,rural,86
37080202,2014,town,90
37080302,2014,town,77
37080802,2014,rural,81
37081202,2014,city,77
37081402,2014,city,89
37081502,2014,city,83
37084402,2014,town,86
37084502,2014,city,79
37085302,2014,rural,87
37086002,2014,rural,90
37086202,2014,town,87
37086402,2014,town,81
37086502,2014,town,82
37086902,2014,town,78
37087202,2014,town,80
37087502,2014,rural,81
37088002,2014,rural,81
37088602,2014,town,93
37088702,2014,town,85
37089002,2014,rural,91
37089202,2014,town,76
37089902,2014,rural,76
37090502,2014,rural,113
37100005,2014,town,98
37100805,2014,rural,98
37101505,2014,town,100
37102405,2014,city,102
37104105,2014,city,102
37105105,2014,rural,104
37106105,2014,rural,101
37131805,2014,rural,75
37131905,2014,rural,75
37132405,2014,town,75
37133205,2014,town,76
37136205,2014,rural,77
37137205,2014,town,76
37137505,2014,town,74
37138505,2014,town,74
37138705,2014,town,75
37139605,2014,town,76
37139805,2014,rural,76
37140205,2014,town,75
37140905,2014,town,75
37142105,2014,town,75
37142305,2014,rural,76
37143705,2014,rural,83
37144105,2014,rural,85
37146505,2014,town,82
37146705,2014,rural,110
37147305,2014,rural,83
37147405,2014,rural,83
37147605,2014,town,74
37147705,2014,town,74
37147905,2014,town,75
37148005,2014,town,75
37148105,2014,town,74
37148505,2014,city,84
37148705,2014,rural,83
37148905,2014,rural,85
37149005,2014,rural,86
37149505,2014,town,81
37149605,2014,rural,81
37149705,2014,rural,81
37149805,2014,rural,82
37150105,2014,town,82
37150205,2014,town,77
37150305,2014,town,77
37150405,2014,town,77
37150705,2014,town,79
37150805,2014,town,79
37150905,2014,town,78
37151905,2014,rural,85
37200008,2014,rural,98
37200608,2014,town,81
37200708,2014,rural,85
37200908,2014,rural,105
37201008,2014,rural,76
37201408,2014,town,78
37202108,2014,rural,90
37202508,2014,town,69
37202608,2014,town,68
37203108,2014,rural,83
37203708,2014,rural,74
37203908,2014,rural,90
37204008,2014,town,74
37204408,2014,town,86
37204708,2014,town,67
37205208,2014,rural,70
37206108,2014,town,93
37206208,2014,rural,70
37206308,2014,rural,104
37206408,2014,town,88
37206508,2014,town,82
37207108,2014,town,80
37208008,2014,rural,90
37208608,2014,rural,76
37208808,2014,town,88
37208908,2014,town,79
37209108,2014,rural,111
37209308,2014,town,83
37209808,2014,rural,72
37210108,2014,town,89
37210308,2014,rural,68
37210608,2014,town,93
37210708,2014,rural,69
37211108,2014,town,70
37211708,2014,town,91
37211908,2014,rural,76
37212308,2014,rural,85
37212508,2014,rural,77
37212608,2014,rural,81
37213208,2014,city,82
37213408,2014,town,76
37214008,2014,rural,95
37214308,2014,rural,72
37214708,2014,town,81
37214808,2014,rural,86
37215008,2014,town,103
37215408,2014,rural,67
37215708,2014,rural,73
37215808,2014,rural,96
37216108,2014,rural,80
37216408,2014,town,80
37216908,2014,town,84
37217208,2014,city,91
37217508,2014,town,84
37217908,2014,town,85
37218008,2014,town,72
37218208,2014,town,86
37218408,2014,rural,78
37218608,2014,rural,78
37218708,2014,rural,110
37219008,2014,rural,68
37219308,2014,rural,68
37219708,2014,rural,75
37220008,2014,town,107
37220508,2014,town,76
37220708,2014,rural,81
37220808,2014,rural,102
37221008,2014,town,78
37221408,2014,rural,99
37221508,2014,town,73
37221708,2014,rural,72
37221908,2014,town,72
37222608,2014,rural,69
37222808,2014,town,74
37223408,2014,rural,96
37223608,2014,rural,80
37223908,2014,rural,102
37224008,2014,town,68
37224308,2014,rural,91
37224708,2014,town,109
